uniqueID,name,gender,birthDate,member,partyAbbrev,partyName,partySimplifiedName,year_elected
Crouch1868,"Crouch, Richard",male,1868-06-19,1,PROT,Protectionist Party,Protectionist Party,1929
Crouch1868,"Crouch, Richard",male,1868-06-19,1,PROT,Protectionist Party,Protectionist Party,1901
Crowley1938,"Crowley, Rosemary",female,1938-07-30,0,ALP,Australian Labor Party,Labor,NA
Cruickshank1853,"Cruickshank, George",male,1853-02-01,1,PROT,Protectionist Party,Protectionist Party,1901
Culleton1964,"Culleton, Rod",male,1964-06-05,0,IND,Independent,Independent,NA
Culleton1964,"Culleton, Rod",male,1964-06-05,0,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation,NA
Culley1877,"Culley, Charles",male,1877-04-16,1,ALP,Australian Labor Party,Labor,1928
Culpin1846,"Culpin, Millice",male,1846-12-01,1,ALP,Australian Labor Party,Labor,1903
Cunningham1879,"Cunningham, James",male,1879-12-28,0,ALP,Australian Labor Party,Labor,NA
Cunningham1889,"Cunningham, Lou",male,1889-06-04,1,ALP,Australian Labor Party,Labor,1919
Cunningham1889,"Cunningham, Lou",male,1889-06-04,1,ALP,Australian Labor Party,Labor,1929
Cunningham1939,"Cunningham, Barry",male,1939-10-26,1,ALP,Australian Labor Party,Labor,1980
Cunningham1939,"Cunningham, Barry",male,1939-10-26,1,ALP,Australian Labor Party,Labor,1993
Curtin1885,"Curtin, John",male,1885-01-08,1,ALP,Australian Labor Party,Labor,1928
Curtin1885,"Curtin, John",male,1885-01-08,1,ALP,Australian Labor Party,Labor,1934
Curtin1885,"Curtin, John",male,1885-01-08,1,ALP,Australian Labor Party,Labor,1928
Curtin1885,"Curtin, John",male,1885-01-08,1,ALP,Australian Labor Party,Labor,1934
Curtin1885,"Curtin, John",male,1885-01-08,1,FLP,Federal Labor Party,Federal Labor Party,1928
Curtin1885,"Curtin, John",male,1885-01-08,1,FLP,Federal Labor Party,Federal Labor Party,1934
Curtin1898,"Curtin, Dan",male,1898-02-04,1,ALP,Australian Labor Party,Labor,1955
Curtin1898,"Curtin, Dan",male,1898-02-04,1,ALP,Australian Labor Party,Labor,1949
Cusack1868,"Cusack, John",male,1868-08-08,1,ALP,Australian Labor Party,Labor,1929
Daly1891,"Daly, John",male,1891-11-10,0,ALP,Australian Labor Party,Labor,NA
Daly1912,"Daly, Fred",male,1912-06-13,1,ALP,Australian Labor Party,Labor,1949
Daly1912,"Daly, Fred",male,1912-06-13,1,ALP,Australian Labor Party,Labor,1943
Danby1955,"Danby, Michael",male,1955-02-16,1,ALP,Australian Labor Party,Labor,1998
Dankel1864,"Dankel, George",male,1864-03-06,1,ALP,Australian Labor Party,Labor,1913
Dankel1864,"Dankel, George",male,1864-03-06,1,NAT,Nationalist Party,Nationalist Party,1913
Darcey1870,"Darcey, Richard",male,1870-02-26,0,ALP,Australian Labor Party,Labor,NA
Dargavel1966,"Dargavel, Steve",male,1966-06-10,1,ALP,Australian Labor Party,Labor,1997
Darling1936,"Darling, Elaine",female,1936-06-06,1,ALP,Australian Labor Party,Labor,1980
Dastyari1983,"Dastyari, Sam",male,1983-07-28,0,ALP,Australian Labor Party,Labor,NA
DAth1970,"D'Ath, Yvette",female,1970-07-26,1,ALP,Australian Labor Party,Labor,2007
Davey1972,"Davey, Perin",female,1972-02-05,0,NP,The Nationals,The Nationals,NA
Davidson1897,"Davidson, Charles",male,1897-09-14,1,CP,Australian Country Party,Nationals,1946
Davidson1897,"Davidson, Charles",male,1897-09-14,1,CP,Australian Country Party,Nationals,1949
Davidson1897,"Davidson, Charles",male,1897-09-14,1,LIB,Liberal Party of Australia,Liberals,1946
Davidson1897,"Davidson, Charles",male,1897-09-14,1,LIB,Liberal Party of Australia,Liberals,1949
Davidson1915,"Davidson, Gordon",male,1915-01-17,0,LIB,Liberal Party of Australia,Liberals,NA
Davies1884,"Davies, Billy",male,NA,1,ALP,Australian Labor Party,Labor,1949
Davies1919,"Davies, Ron",male,1919-07-25,1,ALP,Australian Labor Party,Labor,1958
Davis1900,"Davis, Frank",male,1900-04-13,1,LIB,Liberal Party of Australia,Liberals,1949
Dawkins1947,"Dawkins, Joe",male,1947-03-02,1,ALP,Australian Labor Party,Labor,1977
Dawkins1947,"Dawkins, Joe",male,1947-03-02,1,ALP,Australian Labor Party,Labor,1974
Dawson1863,"Dawson, Anderson",male,1863-07-16,0,ALP,Australian Labor Party,Labor,NA
Day1952,"Day, Bob",male,1952-07-05,0,FFP,Family First Party,Family First Party,NA
Deahm1938,"Deahm, Maggie",female,1938-10-31,1,ALP,Australian Labor Party,Labor,1993
Deakin1856,"Deakin, Alfred",male,1856-08-03,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Deakin1856,"Deakin, Alfred",male,1856-08-03,1,PROT,Protectionist Party,Protectionist Party,1901
Dean1913,"Dean, Roger",male,1913-12-10,1,LIB,Liberal Party of Australia,Liberals,1949
Dean1942,"Dean, Gordon",male,1942-06-13,1,LIB,Liberal Party of Australia,Liberals,1977
Debus1943,"Debus, Bob",male,1943-09-16,1,ALP,Australian Labor Party,Labor,2007
Dedman1896,"Dedman, John",male,1896-06-02,1,ALP,Australian Labor Party,Labor,1940
Dein1889,"Dein, Dick",male,1889-03-04,1,UAP,United Australia Party,United Australia Party,1931
Dein1889,"Dein, Dick",male,1889-03-04,1,UAP,United Australia Party,United Australia Party,1931
deLargie1859,"de Largie, Hugh",male,1859-03-24,0,ALP,Australian Labor Party,Labor,NA
deLargie1859,"de Largie, Hugh",male,1859-03-24,0,NAT,Nationalist Party,Nationalist Party,NA
Denman1937,"Denman, Kay",female,1937-07-22,0,ALP,Australian Labor Party,Labor,NA
Dennis1870,"Dennis, Samuel",male,1870-03-26,1,UAP,United Australia Party,United Australia Party,1931
Devereux1946,"Devereux, John",male,1946-02-08,0,ALP,Australian Labor Party,Labor,NA
Devereux1946,"Devereux, John",male,1946-02-08,0,IND,Independent,Independent,NA
Devine1923,"Devine, Len",male,1923-10-14,1,ALP,Australian Labor Party,Labor,1963
Devitt1921,"Devitt, Don",male,1921-07-11,0,ALP,Australian Labor Party,Labor,NA
Devlin1898,"Devlin, Jack",male,1898-06-06,0,ALP,Australian Labor Party,Labor,NA
Devlin1926,"Devlin, Ray",male,1926-03-17,0,ALP,Australian Labor Party,Labor,NA
Dick1972,"Dick, Milton",male,1972-07-21,1,ALP,Australian Labor Party,Labor,2016
DiNatale1970,"Di Natale, Richard",male,1970-06-06,0,GRN,Australian Greens,Australian Greens,NA
Dittmer1904,"Dittmer, Felix",male,1904-06-27,0,ALP,Australian Labor Party,Labor,NA
Dobie1927,"Dobie, Don",male,1927-07-28,1,LIB,Liberal Party of Australia,Liberals,1969
Dobie1927,"Dobie, Don",male,1927-07-28,1,LIB,Liberal Party of Australia,Liberals,1975
Dobie1927,"Dobie, Don",male,1927-07-28,1,LIB,Liberal Party of Australia,Liberals,1966
Dobson1841,"Dobson, Henry",male,1841-12-24,0,FT,Free Trade,Free Trade,NA
Dobson1841,"Dobson, Henry",male,1841-12-24,0,TRP,Tariff Reform Party,Tariff Reform Party,NA
Dodd1953,"Dodd, Peter",male,1953-10-31,1,ALP,Australian Labor Party,Labor,1993
Dodson1948,"Dodson, Pat",male,1948-01-29,0,ALP,Australian Labor Party,Labor,NA
Dondas1939,"Dondas, Nick",male,1939-10-26,1,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory),1996
Dooley1884,"Dooley, John",male,1884-11-11,0,ALP,Australian Labor Party,Labor,NA
Downer1843,"Downer, John",male,1843-07-06,0,PROT,Protectionist Party,Protectionist Party,NA
Downer1910,"Downer, Alick",male,1910-04-07,1,LIB,Liberal Party of Australia,Liberals,1949
Downer1951,"Downer, Alexander",male,1951-09-09,1,LIB,Liberal Party of Australia,Liberals,1984
Doyle1922,"Doyle, Frank",male,1922-06-17,1,ALP,Australian Labor Party,Labor,1972
Drake1850,"Drake, James",male,1850-04-26,0,PROT,Protectionist Party,Protectionist Party,NA
DrakeBrockman1884,"Drake-Brockman, Edmund",male,1884-02-21,0,NAT,Nationalist Party,Nationalist Party,NA
DrakeBrockman1919,"Drake-Brockman, Thomas",male,1919-05-15,0,CP,Australian Country Party,Nationals,NA
DrakeBrockman1919,"Drake-Brockman, Thomas",male,1919-05-15,0,NCP,National Country Party,Nationals,NA
Drakeford1878,"Drakeford, Arthur",male,1878-04-26,1,ALP,Australian Labor Party,Labor,1934
Drakeford1878,"Drakeford, Arthur",male,1878-04-26,1,FLP,Federal Labor Party,Federal Labor Party,1934
Draper1959,"Draper, Trish",female,1959-04-02,1,LIB,Liberal Party of Australia,Liberals,1996
Dreyfus1956,"Dreyfus, Mark",male,1956-10-03,1,ALP,Australian Labor Party,Labor,2007
Drum1960,"Drum, Kevin",male,1960-07-28,1,NP,The Nationals,The Nationals,2016
Drum1960,"Drum, Kevin",male,1960-07-28,1,NP,The Nationals,The Nationals,2019
Drummond1890,"Drummond, David",male,1890-02-11,1,CP,Australian Country Party,Nationals,1949
Drummond1931,"Drummond, Peter",male,1931-08-21,1,LIB,Liberal Party of Australia,Liberals,1972
Drury1911,"Drury, Nigel",male,1911-05-15,1,LIB,Liberal Party of Australia,Liberals,1949
Drury1912,"Drury, Arnold",male,1912-07-23,0,ALP,Australian Labor Party,Labor,NA
Dubois1940,"Dubois, Stephen",male,1940-02-01,1,ALP,Australian Labor Party,Labor,1984
Duffy1938,"Duffy, Michael",male,1938-03-02,1,ALP,Australian Labor Party,Labor,1980
Duncan1883,"Duncan, Walter",male,1883-03-14,0,NAT,Nationalist Party,Nationalist Party,NA
Duncan1945,"Duncan, Peter",male,1945-01-01,1,ALP,Australian Labor Party,Labor,1984
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1,LIB,Liberal Party of Australia,Liberals,1922
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1,LIB,Liberal Party of Australia,Liberals,1940
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1,NAT,Nationalist Party,Nationalist Party,1922
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1,NAT,Nationalist Party,Nationalist Party,1940
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1,UAP,United Australia Party,United Australia Party,1922
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1,UAP,United Australia Party,United Australia Party,1940
Duniam1982,"Duniam, Jonathon",male,1982-12-31,0,LIB,Liberal Party of Australia,Liberals,NA
Dunn1887,"Dunn, James",male,1887-08-20,0,ALP,Australian Labor Party,Labor,NA
Dunn1887,"Dunn, James",male,1887-08-20,0,LANG LAB,Lang Labor Party,Lang Labor Party,NA
Dunn1948,"Dunn, Irina",female,1948-03-17,0,IND,Independent,Independent,NA
Dunn1948,"Dunn, Irina",female,1948-03-17,0,NDP,Nuclear Disarmament Party,Nuclear Disarmament Party,NA
Durack1926,"Durack, Peter",male,1926-10-20,0,LIB,Liberal Party of Australia,Liberals,NA
Duthie1912,"Duthie, Gilbert",male,1912-05-21,1,ALP,Australian Labor Party,Labor,1946
Dutton1970,"Dutton, Peter",male,1970-11-18,1,LIB,Liberal Party of Australia,Liberals,2001
Earle1865,"Earle, John",male,1865-11-15,0,NAT,Nationalist Party,Nationalist Party,NA
Easson1955,"Easson, Mary",female,1955-06-16,1,ALP,Australian Labor Party,Labor,1993
Edmonds1903,"Edmonds, Bill",male,1903-10-23,1,ALP,Australian Labor Party,Labor,1946
Edwards1842,"Edwards, Richard",male,NA,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1901
Edwards1842,"Edwards, Richard",male,NA,1,FT,Free Trade,Free Trade,1901
Edwards1842,"Edwards, Richard",male,NA,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Edwards1842,"Edwards, Richard",male,NA,1,PROT,Protectionist Party,Protectionist Party,1901
Edwards1855,"Edwards, George",male,1855-01-30,1,FT,Free Trade,Free Trade,1910
Edwards1855,"Edwards, George",male,1855-01-30,1,FT,Free Trade,Free Trade,1901
Edwards1855,"Edwards, George",male,1855-01-30,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1910
Edwards1855,"Edwards, George",male,1855-01-30,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Edwards1927,"Edwards, Harry",male,1927-01-10,1,LIB,Liberal Party of Australia,Liberals,1972
Edwards1945,"Edwards, Ron",male,1945-07-02,1,ALP,Australian Labor Party,Labor,1983
Edwards1946,"Edwards, Graham",male,1946-07-18,1,ALP,Australian Labor Party,Labor,1998
Edwards1962,"Edwards, Sean",male,1962-01-02,0,LIB,Liberal Party of Australia,Liberals,NA
Eggins1898,"Eggins, Jim",male,1898-04-07,1,CP,Australian Country Party,Nationals,1949
Eggleston1941,"Eggleston, Alan",male,1941-12-30,0,LIB,Liberal Party of Australia,Liberals,NA
Einfeld1909,"Einfeld, Syd",male,1909-06-17,1,ALP,Australian Labor Party,Labor,1961
Eldridge1872,"Eldridge, John",male,NA,1,ALP,Australian Labor Party,Labor,1929
Eldridge1872,"Eldridge, John",male,NA,1,LANG LAB,Lang Labor Party,Lang Labor Party,1929
Ellicott1927,"Ellicott, Bob",male,1927-04-15,1,LIB,Liberal Party of Australia,Liberals,1974
Elliot1967,"Elliot, Justine",female,1967-07-29,1,ALP,Australian Labor Party,Labor,2004
Elliott1878,"Elliott, Harold",male,1878-06-19,0,NAT,Nationalist Party,Nationalist Party,NA
Elliott1884,"Elliott, Robert",male,1884-10-28,0,CP,Australian Country Party,Nationals,NA
Elliott1954,"Elliott, Paul",male,1954-09-24,1,ALP,Australian Labor Party,Labor,1990
Ellis1946,"Ellis, Annette",female,1946-10-13,1,ALP,Australian Labor Party,Labor,1998
Ellis1946,"Ellis, Annette",female,1946-10-13,1,ALP,Australian Labor Party,Labor,1996
Ellis1977,"Ellis, Kate",female,1977-09-22,1,ALP,Australian Labor Party,Labor,2004
Ellison1954,"Ellison, Chris",male,1954-06-15,0,LIB,Liberal Party of Australia,Liberals,NA
Elson1947,"Elson, Kay",female,1947-01-25,1,LIB,Liberal Party of Australia,Liberals,1996
Elstob1924,"Elstob, Ronald",male,1924-11-29,0,ALP,Australian Labor Party,Labor,NA
Emerson1954,"Emerson, Craig",male,1954-11-15,1,ALP,Australian Labor Party,Labor,1998
Enderby1926,"Enderby, Kep",male,1926-06-25,1,ALP,Australian Labor Party,Labor,1970
Enderby1926,"Enderby, Kep",male,1926-06-25,1,ALP,Australian Labor Party,Labor,1974
England1911,"England, John",male,1911-10-12,1,CP,Australian Country Party,Nationals,1960
England1911,"England, John",male,1911-10-12,1,NCP,National Country Party,Nationals,1960
Entsch1950,"Entsch, Warren",male,1950-05-31,1,LIB,Liberal Party of Australia,Liberals,1996
Entsch1950,"Entsch, Warren",male,1950-05-31,1,LIB,Liberal Party of Australia,Liberals,2010
Erwin1917,"Erwin, Dudley",male,1917-08-20,1,LIB,Liberal Party of Australia,Liberals,1955
Evans1928,"Evans, Jack",male,1928-11-28,0,AD,Australian Democrats,Australian Democrats,NA
Evans1944,"Evans, Gareth",male,1944-09-05,1,ALP,Australian Labor Party,Labor,1996
Evans1958,"Evans, Chris",male,1958-05-14,0,ALP,Australian Labor Party,Labor,NA
Evans1981,"Evans, Trevor",male,1981-08-28,1,LIB,Liberal Party of Australia,Liberals,2016
EvansMartyn1953,"Evans, Martyn",male,1953-11-27,1,ALP,Australian Labor Party,Labor,1994
EvansRichard1953,"Evans, Richard",male,1953-09-07,1,LIB,Liberal Party of Australia,Liberals,1993
Evatt1894,"Evatt, Herbert",male,1894-04-30,1,ALP,Australian Labor Party,Labor,1940
Evatt1894,"Evatt, Herbert",male,1894-04-30,1,ALP,Australian Labor Party,Labor,1958
Everett1917,"Everett, Merv",male,1917-10-07,0,ALP,Australian Labor Party,Labor,NA
Everingham1923,"Everingham, Doug",male,1923-06-25,1,ALP,Australian Labor Party,Labor,1967
Everingham1923,"Everingham, Doug",male,1923-06-25,1,ALP,Australian Labor Party,Labor,1977
Everingham1943,"Everingham, Paul",male,1943-02-04,1,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory),1984
Ewert1918,"Ewert, Keith",male,1918-04-12,1,ALP,Australian Labor Party,Labor,1952
Ewing1856,"Ewing, Thomas",male,1856-10-09,1,PROT,Protectionist Party,Protectionist Party,1901
Ewing1870,"Ewing, Norman",male,1870-12-26,0,FT,Free Trade,Free Trade,NA
Fadden1894,"Fadden, Arthur",male,1894-04-13,1,CP,Australian Country Party,Nationals,1936
Fadden1894,"Fadden, Arthur",male,1894-04-13,1,CP,Australian Country Party,Nationals,1949
Fahey1945,"Fahey, John",male,1945-01-10,1,LIB,Liberal Party of Australia,Liberals,1996
Failes1899,"Failes, Laurie",male,1899-10-16,1,CP,Australian Country Party,Nationals,1949
Fairbairn1855,"Fairbairn, George",male,1855-03-23,1,IND PROT,Independent Protectionist,Independent Protectionist,1906
Fairbairn1855,"Fairbairn, George",male,1855-03-23,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1906
Fairbairn1855,"Fairbairn, George",male,1855-03-23,1,NAT,Nationalist Party,Nationalist Party,1906
Fairbairn1897,"Fairbairn, James",male,1897-07-28,1,UAP,United Australia Party,United Australia Party,1933
Fairbairn1917,"Fairbairn, David",male,1917-03-03,1,LIB,Liberal Party of Australia,Liberals,1949
Fairhall1909,"Fairhall, Allen",male,1909-11-24,1,LIB,Liberal Party of Australia,Liberals,1949
Falconer1943,"Falconer, Peter",male,1943-09-23,1,LIB,Liberal Party of Australia,Liberals,1975
Falinski1970,"Falinski, Jason",male,1970-08-24,1,LIB,Liberal Party of Australia,Liberals,2016
Falkinder1921,"Falkinder, Bill",male,1921-08-29,1,LIB,Liberal Party of Australia,Liberals,1946
Falkiner1867,"Falkiner, Franc",male,1867-06-17,1,LIB,Liberal Party of Australia,Liberals,1917
Falkiner1867,"Falkiner, Franc",male,1867-06-17,1,LIB,Liberal Party of Australia,Liberals,1913
Falkiner1867,"Falkiner, Franc",male,1867-06-17,1,NAT,Nationalist Party,Nationalist Party,1917
Falkiner1867,"Falkiner, Franc",male,1867-06-17,1,NAT,Nationalist Party,Nationalist Party,1913
Falstein1914,"Falstein, Max",male,1914-05-30,1,ALP,Australian Labor Party,Labor,1940
Farmer1962,"Farmer, Pat",male,1962-03-14,1,LIB,Liberal Party of Australia,Liberals,2001
Farrell1954,"Farrell, Don",male,1954-06-06,0,ALP,Australian Labor Party,Labor,NA
Faruqi1963,"Faruqi, Mehreen",female,1963-07-08,0,GRN,Australian Greens,Australian Greens,NA
Fatin1941,"Fatin, Wendy",female,1941-04-10,1,ALP,Australian Labor Party,Labor,1984
Fatin1941,"Fatin, Wendy",female,1941-04-10,1,ALP,Australian Labor Party,Labor,1983
Faulkner1954,"Faulkner, John",male,1954-04-12,0,ALP,Australian Labor Party,Labor,NA
Fawcett1963,"Fawcett, David",male,1963-10-23,1,LIB,Liberal Party of Australia,Liberals,2004
Feeney1970,"Feeney, David",male,1970-03-05,1,ALP,Australian Labor Party,Labor,2013
Fenton1864,"Fenton, James",male,1864-02-04,1,ALP,Australian Labor Party,Labor,1910
Fenton1864,"Fenton, James",male,1864-02-04,1,UAP,United Australia Party,United Australia Party,1910
Ferguson1830,"Ferguson, John",male,1830-03-15,0,FT,Free Trade,Free Trade,NA
Ferguson1943,"Ferguson, Alan",male,1943-09-16,0,LIB,Liberal Party of Australia,Liberals,NA
Ferguson1952,"Ferguson, Laurie",male,1952-07-07,1,ALP,Australian Labor Party,Labor,1990
Ferguson1952,"Ferguson, Laurie",male,1952-07-07,1,ALP,Australian Labor Party,Labor,2010
Ferguson1953,"Ferguson, Martin",male,1953-12-12,1,ALP,Australian Labor Party,Labor,1996
Ferguson1974,"Ferguson, Michael",male,1974-03-23,1,LIB,Liberal Party of Australia,Liberals,2004
Ferricks1875,"Ferricks, Myles",male,1875-11-12,0,ALP,Australian Labor Party,Labor,NA
Ferris1941,"Ferris, Jeannie",female,1941-03-14,0,LIB,Liberal Party of Australia,Liberals,NA
Field1910,"Field, Pat",male,1910-10-11,0,IND,Independent,Independent,NA
Fielding1960,"Fielding, Steve",male,1960-10-17,0,FFP,Family First Party,Family First Party,NA
FierravantiWells1960,"Fierravanti-Wells, Connie",female,1960-05-20,0,LIB,Liberal Party of Australia,Liberals,NA
Fife1929,"Fife, Wal",male,1929-10-02,1,LIB,Liberal Party of Australia,Liberals,1975
Fife1929,"Fife, Wal",male,1929-10-02,1,LIB,Liberal Party of Australia,Liberals,1984
Fifield1967,"Fifield, Mitch",male,1967-01-16,0,LIB,Liberal Party of Australia,Liberals,NA
Filing1955,"Filing, Paul",male,1955-12-20,1,IND,Independent,Independent,1990
Filing1955,"Filing, Paul",male,1955-12-20,1,LIB,Liberal Party of Australia,Liberals,1990
Findley1864,"Findley, Edward",male,1864-09-08,0,ALP,Australian Labor Party,Labor,NA
Finlay1887,"Finlay, Alex",male,1887-11-14,0,ALP,Australian Labor Party,Labor,NA
Finlayson1867,"Finlayson, William",male,1867-08-12,1,ALP,Australian Labor Party,Labor,1910
Fischer1946,"Fischer, Tim",male,1946-05-03,1,NPA,National Party of Australia,Nationals,1984
Fisher1862,"Fisher, Andrew",male,1862-08-29,1,ALP,Australian Labor Party,Labor,1901
Fisher1936,"Fisher, Peter",male,1936-09-19,1,CP,Australian Country Party,Nationals,1972
Fisher1936,"Fisher, Peter",male,1936-09-19,1,NCP,National Country Party,Nationals,1972
Fisher1936,"Fisher, Peter",male,1936-09-19,1,NPA,National Party of Australia,Nationals,1972
Fisher1962,"Fisher, Mary Jo",female,1962-12-25,0,LIB,Liberal Party of Australia,Liberals,NA
Fisken1897,"Fisken, Archibald",male,1897-03-11,1,UAP,United Australia Party,United Australia Party,1934
Fitzgerald1910,"Fitzgerald, Joe",male,1910-01-05,1,ALP,Australian Labor Party,Labor,1949
Fitzgerald1910,"Fitzgerald, Joe",male,1910-01-05,1,ALP,Australian Labor Party,Labor,1949
Fitzgibbon1936,"Fitzgibbon, Eric",male,1936-08-27,1,ALP,Australian Labor Party,Labor,1984
Fitzgibbon1962,"Fitzgibbon, Joel",male,1962-01-16,1,ALP,Australian Labor Party,Labor,1996
FitzPatrick1915,"FitzPatrick, John",male,1915-04-24,1,ALP,Australian Labor Party,Labor,1969
FitzPatrick1915,"FitzPatrick, John",male,1915-04-24,1,ALP,Australian Labor Party,Labor,1977
Fleming1874,"Fleming, William",male,1874-05-19,1,CP,Australian Country Party,Nationals,1913
Fleming1874,"Fleming, William",male,1874-05-19,1,LIB,Liberal Party of Australia,Liberals,1913
Fleming1874,"Fleming, William",male,1874-05-19,1,NAT,Nationalist Party,Nationalist Party,1913
Fleming1874,"Fleming, William",male,1874-05-19,1,NAT & FARMERS,Nationalist and Farmers,Nationalist and Farmers,1913
Fletcher1965,"Fletcher, Paul",male,1965-01-16,1,LIB,Liberal Party of Australia,Liberals,2009
Flint1978,"Flint, Nicolle",female,1978-07-15,1,LIB,Liberal Party of Australia,Liberals,2016
Foley1872,"Foley, George",male,1872-11-28,1,NAT,Nationalist Party,Nationalist Party,1920
Foll1890,"Foll, Harry",male,1890-05-30,0,NAT,Nationalist Party,Nationalist Party,NA
Foll1890,"Foll, Harry",male,1890-05-30,0,UAP,United Australia Party,United Australia Party,NA
Forbes1923,"Forbes, Jim",male,1923-12-16,1,LIB,Liberal Party of Australia,Liberals,1956
Ford1936,"Ford, Frank",male,1936-08-10,1,LIB,Liberal Party of Australia,Liberals,1990
Forde1890,"Forde, Frank",male,1890-07-18,1,ALP,Australian Labor Party,Labor,1922
Forde1890,"Forde, Frank",male,1890-07-18,1,ALP,Australian Labor Party,Labor,1922
Forde1890,"Forde, Frank",male,1890-07-18,1,FLP,Federal Labor Party,Federal Labor Party,1922
Foreman1933,"Foreman, Dominic",male,1933-08-06,0,ALP,Australian Labor Party,Labor,NA
Forrest1847,"Forrest, John",male,1847-08-22,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Forrest1847,"Forrest, John",male,1847-08-22,1,NAT,Nationalist Party,Nationalist Party,1901
Forrest1847,"Forrest, John",male,1847-08-22,1,PROT,Protectionist Party,Protectionist Party,1901
Forrest1847,"Forrest, John",male,1847-08-22,1,WAP,Western Australia Party,Western Australia Party,1901
Forrest1949,"Forrest, John (Alexander)",male,1949-08-24,1,NP,The Nationals,Nationals,1993
Forrest1949,"Forrest, John (Alexander)",male,1949-08-24,1,NPA,National Party of Australia,Nationals,1993
Forshaw1952,"Forshaw, Michael",male,1952-01-11,0,ALP,Australian Labor Party,Labor,NA
Foster1856,"Foster, Richard",male,1856-08-20,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1909
Foster1856,"Foster, Richard",male,1856-08-20,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1909
Foster1856,"Foster, Richard",male,1856-08-20,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1909
Foster1856,"Foster, Richard",male,1856-08-20,1,NAT,Nationalist Party,Nationalist Party,1909
Foster1856,"Foster, Richard",male,1856-08-20,1,NAT,Nationalist Party,Nationalist Party,1909
Foster1872,"Foster, Francis",male,NA,1,ALP,Australian Labor Party,Labor,1906
Foster1884,"Foster, George",male,NA,0,NAT,Nationalist Party,Nationalist Party,NA
Foster1921,"Foster, Norm",male,1921-03-12,1,ALP,Australian Labor Party,Labor,1969
Fowler1865,"Fowler, James",male,1865-06-20,1,ALP,Australian Labor Party,Labor,1901
Fowler1865,"Fowler, James",male,1865-06-20,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Fowler1865,"Fowler, James",male,1865-06-20,1,NAT,Nationalist Party,Nationalist Party,1901
Fox1912,"Fox, Max",male,1912-04-27,1,LIB,Liberal Party of Australia,Liberals,1955
Foxton1849,"Foxton, Justin",male,1849-09-24,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1906
Francis1873,"Francis, Grosvenor",male,1873-08-14,1,NAT,Nationalist Party,Nationalist Party,1925
Francis1881,"Francis, Frederick",male,NA,1,IND NAT,Independent National(ist),Independent National(ist),1919
Francis1881,"Francis, Frederick",male,NA,1,NAT,Nationalist Party,Nationalist Party,1919
Francis1890,"Francis, Josiah",male,1890-03-28,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1922
Francis1890,"Francis, Josiah",male,1890-03-28,1,NAT,Nationalist Party,Nationalist Party,1922
Francis1890,"Francis, Josiah",male,1890-03-28,1,UAP,United Australia Party,United Australia Party,1922
Fraser1832,"Fraser, Simon",male,1832-08-21,0,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,NA
Fraser1832,"Fraser, Simon",male,1832-08-21,0,PROT,Protectionist Party,Protectionist Party,NA
Fraser1889,"Fraser, James",male,1889-03-12,0,ALP,Australian Labor Party,Labor,NA
Fraser1892,"Fraser, Alexander",male,1892-08-22,0,LIB,Liberal Party of Australia,Liberals,NA
Fraser1902,"Fraser, Allan",male,1902-09-18,1,ALP,Australian Labor Party,Labor,1943
Fraser1902,"Fraser, Allan",male,1902-09-18,1,ALP,Australian Labor Party,Labor,1969
Fraser1908,"Fraser, Jim",male,1908-02-08,1,ALP,Australian Labor Party,Labor,1951
Fraser1930,"Fraser, Malcolm",male,1930-05-21,1,LIB,Liberal Party of Australia,Liberals,1955
Frazer1880,"Frazer, Charlie",male,1880-01-02,1,ALP,Australian Labor Party,Labor,1903
Free1943,"Free, Ross",male,1943-03-07,1,ALP,Australian Labor Party,Labor,1984
Free1943,"Free, Ross",male,1943-03-07,1,ALP,Australian Labor Party,Labor,1980
Freelander1953,"Freelander, Mike",male,1953-04-23,1,ALP,Australian Labor Party,Labor,2016
