uniqueID,partyAbbrev,partyName,partyFrom,partyTo,partyChangedName,partySimplifiedName,partySpecificDateInputted,partyComments
Hendrickson1897,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hendy1962,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Henry1946,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Henty1903,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Henzell1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Herron1932,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hewson1914,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Hewson1914,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Hewson1946,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hicks1940,NCP,National Country Party,NA,1982-10-17,1,Nationals,NA,NA
Hicks1940,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Higgins1851,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Higgs1862,ALP,Australian Labor Party,NA,1920-01-15,NA,Labor,NA,NA
Higgs1862,IND,Independent,1920-01-15,1920-09-01,NA,Independent,NA,NA
Higgs1862,NAT,Nationalist Party,1920-09-01,NA,NA,Nationalist Party,NA,NA
Hill1866,CP,Australian Country Party,1920-01-01,NA,NA,Nationals,NA,NA
Hill1866,VFU,Victorian Farmers Union,NA,1920-01-01,NA,Victorian Farmers Union,NA,NA
Hill1946,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hill1960,PHON,Pauline Hansons One Nation,NA,NA,NA,Pauline Hansons One Nation,NA,NA
Hill1973,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hinch1944,DHJP,Derryn Hinchs Justice Party,NA,NA,NA,Derryn Hinchs Justice Party,NA,NA
Hoare1874,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hoare1963,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hockey1965,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hodges1937,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hodgman1938,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hogan1963,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Hogg1949,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Holder1850,ANTI-SOC,Anti-Socialist Party,1906-01-01,NA,NA,Anti-Socialist Party,NA,Name change
Holder1850,FT,Free Trade,NA,1903-12-16,NA,Free Trade,NA,NA
Holder1850,PROT,Protectionist Party,1903-12-16,1906-01-01,NA,Protectionist Party,NA,ABD says he was an independent.
Holding1931,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hollis1938,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Holloway1875,ALP,Australian Labor Party,NA,1931-12-19,NA,Labor,NA,NA
Holloway1875,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Holloway1875,FLP,Federal Labor Party,1931-12-19,1936-01-01,NA,Federal Labor Party,NA,NA
Holman1871,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Holt1908,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
Holt1908,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,NA,NA
Holt1914,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Holten1922,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Holten1922,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Horne1939,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Howard1939,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Howarth1972,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Howe1861,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Howe1936,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Howroyd1867,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Howse1863,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Howse1913,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Howson1919,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hughes,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hughes1862,ALP,Australian Labor Party,NA,1917-05-05,NA,Labor,NA,NA
Hughes1862,IND NAT,Independent National(ist),1929-05-01,1931-05-01,NA,Independent National(ist),NA,NA
Hughes1862,LIB,Liberal Party of Australia,1944-05-01,NA,NA,Liberal Party of Australia,NA,NA
Hughes1862,NAT,Nationalist Party,1917-05-05,1929-05-01,NA,Nationalist Party,NA,NA
Hughes1862,UAP,United Australia Party,1931-05-01,1944-05-01,NA,United Australia Party,NA,NA
Hughes1923,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hull1954,NP,The Nationals,2003-10-11,NA,NA,Nationals,NA,NA
Hull1954,NPA,National Party of Australia,NA,2003-10-11,NA,Nationals,NA,NA
Hulls1957,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hulme1907,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hume1971,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
HumeCook1866,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Humphreys1934,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Humphries1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hunt1928,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Hunt1928,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Hunt1928,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Hunt1965,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hunter1882,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Hurford1931,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hurley1955,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hurry1868,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Husar1980,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Husic1970,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hutchin1887,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Hutchins1956,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hutchinson1904,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,NA,NA
Hutchinson1904,UAP,United Australia Party,NA,1944-01-01,NA,United Australia Party,NA,NA
Hutchinson1965,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Hutchison1859,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Hyde1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Innes1925,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Irons1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Irvine1856,ANTI-SOC,Anti-Socialist Party,NA,1910-01-01,NA,Anti-Socialist Party,NA,NA
Irvine1858,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Irvine1858,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Irwin1898,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Irwin1951,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Isaacs1855,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Jack1892,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jackson1889,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Jackson1962,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jacobi1928,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jakobsen1947,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
James1885,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
James1885,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
James1885,LANG LAB,Lang Labor Party,1931-01-01,1936-01-01,NA,Lang Labor Party,NA,NA
James1914,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jarman1923,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jeanes1958,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jenkins1925,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jenkins1938,AD,Australian Democrats,NA,NA,NA,Australian Democrats,NA,NA
Jenkins1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jennings1878,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Jensen1865,ALP,Australian Labor Party,NA,1917-02-17,NA,Labor,NA,NA
Jensen1865,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Jensen1962,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jess1922,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jessop1927,IND,Independent,1987-06-01,NA,NA,Independent,1,NA
Jessop1927,LIB,Liberal Party of Australia,NA,1987-06-01,NA,Liberals,1,NA
Johns1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Johnson1862,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Johnson1862,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Johnson1862,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Johnson1862,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Johnson1871,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Johnson1889,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Johnson1924,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Johnson1929,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Johnson1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Johnson1970,IND,Independent,2010-05-01,NA,NA,Independent,NA,NA
Johnson1970,LIB,Liberal Party of Australia,NA,2010-05-01,NA,Liberals,NA,NA
Johnston1880,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Johnston1930,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Johnston1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Johnston1956,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jolley1874,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jolly1882,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Jones1878,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jones1917,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Jones1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jones1960,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jones1965,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
JonesBarry1932,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
JonesGerry1932,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Joshua1906,ALP,Australian Labor Party,NA,1955-04-01,NA,Labor,NA,NA
Joshua1906,ALP (A-C),Australian Labor Party (Anti-Communist),1955-04-01,NA,NA,Australian Labor Party (Anti-Communist),NA,NA
Joske1895,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Jowett1858,CP,Australian Country Party,1920-01-01,NA,NA,Nationals,NA,NA
Jowett1858,NAT,Nationalist Party,NA,1919-01-01,NA,Nationalist Party,NA,NA
Jowett1858,VFU,Victorian Farmers Union,1919-01-01,1920-01-01,NA,Victorian Farmers Union,NA,NA
Joyce1967,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Jull1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
KakoschkeMoore1985,NXT,Nick Xenophon Team,NA,NA,NA,Nick Xenophon Team,NA,NA
Kane1908,DLP,Democratic Labor Party,NA,NA,NA,Democratic Labor Party,NA,NA
Katter1918,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Katter1918,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Katter1918,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Katter1945,IND,Independent,2001-07-01,2011-09-27,NA,Independent,NA,NA
Katter1945,KAP,Katters Australian Party,2011-09-27,NA,NA,Katters Australian Party,NA,NA
Katter1945,NPA,National Party of Australia,NA,2001-07-01,NA,Nationals,NA,NA
Katz1887,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keane1881,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kearney1903,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kearney1963,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keating1872,LIB,Liberal Party of Australia,1913-01-01,NA,NA,Liberal Party of Australia,1,NA
Keating1872,PROT,Protectionist Party,NA,1913-01-01,NA,Protectionist Party,1,NA
Keating1944,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keay1975,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keeffe1919,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keenan1972,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kekwick1910,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kelly1877,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Kelly1877,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Kelly1877,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Kelly1877,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Kelly1912,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kelly1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kelly1954,NP,The Nationals,2003-10-11,NA,NA,Nationals,NA,NA
Kelly1954,NPA,National Party of Australia,NA,2003-10-11,NA,Nationals,NA,NA
Kelly1960,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kelly1963,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kelly1964,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kemp1941,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kemp1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kendall1899,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Kendell1851,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Keneally1968,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kennedy1860,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Kennedy1940,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kennelly1900,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kent1927,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
KentHughes1895,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Keogh1931,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keogh1981,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Keon1915,ALP,Australian Labor Party,NA,1955-04-01,NA,Labor,NA,NA
Keon1915,ALP (A-C),Australian Labor Party (Anti-Communist),1955-04-01,NA,NA,Australian Labor Party (Anti-Communist),NA,NA
Kerby1885,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Kerin1937,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kernot1948,AD,Australian Democrats,NA,1997-10-15,NA,Australian Democrats,NA,NA
Kernot1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kerr1952,ALP,Australian Labor Party,1997-10-15,NA,NA,Labor,NA,NA
Ketter1961,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Khalil1973,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kilgariff1923,CLP,Country Liberal Party (Northern Territory),NA,NA,NA,Country Liberal Party (Northern Territory),NA,NA
Killen1860,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Killen1925,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
King1920,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
King1920,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
King1952,IND,Independent,2004-09-01,NA,NA,Independent,NA,NA
King1952,LIB,Liberal Party of Australia,NA,2004-09-01,NA,Liberals,NA,NA
King1966,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
King1973,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kingsmill1864,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Kingston1850,PROT,Protectionist Party,NA,NA,NA,Protectionist Party,NA,NA
Kirk1967,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kirwan1869,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Kirwan1937,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kitching1970,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Klugman1924,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Kneebone1876,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Knight1943,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Knott1956,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Knowles1951,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Knox1850,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,NA,Anti-Socialist Party,NA,Name change
Knox1850,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Knox1850,LIB,Liberal Party of Australia,1910-01-01,NA,NA,Liberal Party of Australia,NA,NA
Kroger1959,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lacey1887,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lacey1900,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lajovic1921,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lamb1939,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lamb1972,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lambert1881,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lambie1971,JLN,Jacqui Lambie Network,2019-07-01,NA,NA,NA,NA,NA
Lambie1971,IND,Independent,2014-11-24,2015-05-14,NA,Independent,NA,NA
Lambie1971,JLN,Jacqui Lambie Network,2015-05-14,NA,NA,Jacqui Lambie Network,NA,NA
Lambie1971,PUP,Palmer United Party,NA,2014-11-24,NA,Palmer United Party,NA,NA
Laming1966,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lamond1865,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Lamp1895,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Landry1962,NP,The Nationals,NA,NA,NA,The Nationals,NA,NA
Lane1873,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Lang1876,ALP (N-C),Australian Labor Party (Non-Communist),1940-01-01,1941-02-01,NA,Australian Labor Party (Non-Communist),NA,NA
Lang1876,LANG LAB,Lang Labor Party,NA,1948-01-01,NA,Lang Labor Party,NA,NA
Langmore1939,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Langtry1880,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Large1878,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Latham1877,LIB,Liberal Party of Australia,NA,1925-01-01,NA,Liberals,NA,NA
Latham1877,NAT,Nationalist Party,1925-01-01,1931-01-01,NA,Nationalist Party,NA,NA
Latham1877,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
Latham1882,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Latham1961,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Laucke1914,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Laught1907,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Laundy1971,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lavarch1961,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lavelle1887,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lawler1961,NPA,National Party of Australia,NA,NA,NA,Nationals,NA,NA
Lawrence1906,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lawrence1948,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lawrie1907,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Lawrie1907,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Lawson1875,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Lawson1880,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Lawson1880,FLP,Federal Labor Party,NA,1936-01-01,NA,Federal Labor Party,NA,NA
Lawson1897,UAP,United Australia Party,NA,NA,NA,United Australia Party,NA,NA
Lazarus1965,PUP,Palmer United Party,NA,NA,NA,Palmer United Party,NA,NA
Lazzarini1894,ALP,Australian Labor Party,NA,1931-12-19,NA,Labor,NA,NA
Lazzarini1894,ALP,Australian Labor Party,1936-01-01,NA,NA,Labor,NA,NA
Lazzarini1894,LANG LAB,Lang Labor Party,1934-09-15,1936-01-01,NA,Lang Labor Party,NA,NA
Leckie1872,LIB,Liberal Party of Australia,1944-01-01,NA,NA,Liberal Party of Australia,1,NA
Leckie1872,NAT,Nationalist Party,NA,1919-12-13,NA,Nationalist Party,NA,NA
Leckie1872,UAP,United Australia Party,1935-07-01,1944-01-01,NA,United Australia Party,1,NA
Lee1856,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Lee1920,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lee1957,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lees1948,AD,Australian Democrats,NA,2002-07-01,NA,Australian Democrats,1,NA
Lees1948,APA,Australian Progressive Alliance,2003-04-01,NA,NA,Australian Progressive Alliance,1,NA
Lees1948,IND,Independent,2002-07-01,2003-04-01,NA,Independent,1,NA
Leeser1976,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Leigh1972,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lemmon1908,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Leslie1900,CP,Australian Country Party,NA,NA,NA,Nationals,NA,NA
Lewis1882,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lewis1932,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Ley1879,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Ley1961,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Leyonhjelm1952,LDP,Liberal Democratic Party,NA,NA,NA,Liberal Democratic Party,NA,NA
Liddell1862,ANTI-SOC,Anti-Socialist Party,1906-01-01,NA,NA,Anti-Socialist Party,NA,Name change
Liddell1862,FT,Free Trade,NA,1906-01-01,NA,Free Trade,NA,NA
Lieberman1938,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lightfoot1936,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lillico1905,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lindgren1969,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lindsay1905,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lindsay1942,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lindsay1944,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lines1953,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lister1875,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Little1914,DLP,Democratic Labor Party,NA,NA,NA,Democratic Labor Party,NA,NA
Littleproud1976,NAT,Nationalist Party,NA,NA,NA,Nationalist Party,NA,NA
Liu1964,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Livermore1969,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Livingston1856,ANTI-SOC,Anti-Socialist Party,NA,1910-01-01,NA,Anti-Socialist Party,NA,NA
Livingston1856,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,NA,Liberal Party of Australia,NA,NA
Livingston1856,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Lloyd1937,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Lloyd1937,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Lloyd1937,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Lloyd1954,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Long1870,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Long1885,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lonsdale1843,FT,Free Trade,NA,NA,NA,Free Trade,NA,NA
Loosley1952,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Luchetti1904,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Luck1900,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lucock1916,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Lucock1916,NCP,National Country Party,1975-05-03,NA,NA,Nationals,NA,NA
Ludlam1970,GRN,Australian Greens,NA,NA,NA,Australian Greens,NA,NA
Ludwig1959,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lundy1967,ALP,Australian Labor Party,NA,NA,NA,Labor,NA,NA
Lusher1945,CP,Australian Country Party,NA,1975-05-03,1,Nationals,NA,NA
Lusher1945,NCP,National Country Party,1975-05-03,1982-10-17,1,Nationals,NA,NA
Lusher1945,NPA,National Party of Australia,1982-10-17,NA,NA,Nationals,NA,NA
Lynch1862,ALP,Australian Labor Party,NA,1917-02-17,NA,Labor,NA,NA
Lynch1862,NAT,Nationalist Party,1917-02-17,NA,NA,Nationalist Party,NA,NA
Lynch1867,ALP,Australian Labor Party,NA,1917-01-01,NA,Labor,1,NA
Lynch1867,NAT,Nationalist Party,1917-01-01,NA,NA,Nationalist Party,1,NA
Lynch1933,LIB,Liberal Party of Australia,NA,NA,NA,Liberals,NA,NA
Lyne1844,IND,Independent,1910-01-01,NA,NA,Independent,NA,NA
Lyne1844,PROT,Protectionist Party,NA,1910-01-01,NA,Protectionist Party,NA,NA
Lyons1879,ALP,Australian Labor Party,NA,1931-01-01,NA,Labor,NA,NA
Lyons1879,UAP,United Australia Party,1931-01-01,NA,NA,United Australia Party,NA,NA
